"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",4641,129,3983,96,,420,13
"Otra (094)",21,21,,,,,
"Ocupación no especificada (095)",78,16,40,11,1,10,
"Mujeres (096)",3128,431,1418,652,65,339,223
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,1,,,,,
"Profes., científicos e intelectuales (098)",169,152,,15,,2,
"Técnicos de nivel medio y trab. asimilados (099)",83,68,,13,1,,1
"Jefes y empleados de oficina (100)",79,79,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",389,70,20,265,8,26,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",259,,1,208,50,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",44,,27,16,1,,
"Obreros construc.,conf.,papel, fab., instr. (104)",23,1,7,12,,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",2043,50,1349,116,4,302,222
"Ocupación no especificada (107)",38,10,14,7,1,6,
