"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,3,,,,,
"Profes., científicos e intelectuales (098)",28,25,,2,1,,
"Técnicos de nivel medio y trab. asimilados (099)",11,9,,2,,,
"Jefes y empleados de oficina (100)",10,10,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",78,21,2,52,,3,
"Agricult.trabaj. calif.agrop. y pesqueros (102)",92,,,90,2,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",8,,3,5,,,
"Obreros construc.,conf., papel, fab., instr. (104)",3,,,3,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (105)",416,15,278,24,,73,26
"Ocupación no especificada (107)",41,2,28,9,,2,
