"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",4,4,,,,,
"Profes., científicos e intelectuales (098)",72,63,,8,,1,
"Técnicos de nivel medio y trab. asimilados (099)",23,11,,8,2,2,
"Jefes y empleados de oficina (100)",30,29,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",184,28,5,111,1,39,
"Agricult.trabaj. calif.agrop. y pesqueros (102)",614,,,589,25,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",50,,16,29,2,3,
"Obreros construc.,conf., papel, fab., instr. (104)",2,,,1,,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (105)",1594,24,609,67,3,824,67
"Otra (106)",1,1,,,,,
"Ocupación no especificada (107)",70,9,3,38,,20,
