"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
"Mujeres (096)",1338,314,157,511,28,236,92
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,1,,,,,
"Profes., científicos e intelectuales (098)",63,56,,7,,,
"Técnicos de nivel medio y trab. asimilados (099)",41,31,,8,2,,
"Jefes y empleados de oficina (100)",13,13,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",456,164,29,224,10,29,
"Agricult.trabaj. calif.agrop. y pesqueros (102)",150,,,145,5,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",25,,12,9,3,1,
"Obreros construc.,conf., papel, fab., instr. (104)",13,,4,7,2,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (105)",468,37,85,76,3,175,92
"Otra (106)",1,1,,,,,
"Ocupación no especificada (107)",107,11,27,35,3,31,
