"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,1,,,,,
"Profes., científicos e intelectuales (098)",79,69,,9,,1,
"Técnicos de nivel medio y trab. asimilados (099)",25,10,,12,2,1,
"Jefes y empleados de oficina (100)",17,17,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",318,28,4,251,2,33,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",1708,,,1672,36,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",174,,16,141,1,16,
"Obreros construc.,conf.,papel, fab., instr. (104)",24,1,10,7,,6,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",2443,16,196,122,1,2063,45
"Ocupación no especificada (107)",149,14,5,71,,59,
