"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,3,,,,,
"Profes., científicos e intelectuales (098)",124,103,,16,2,3,
"Técnicos de nivel medio y trab. asimilados (099)",50,32,,14,3,1,
"Jefes y empleados de oficina (100)",40,39,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",203,42,4,140,1,16,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",878,,,776,102,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",72,,24,45,,3,
"Obreros construc.,conf.,papel, fab., instr. (104)",16,1,6,8,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",2529,25,1146,39,,1268,51
"Ocupación no especificada (107)",108,5,16,38,3,46,
