"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
"Ocupación no especificada (095)",157,22,44,59,,32,
"Mujeres (096)",3801,447,879,1073,28,1096,278
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",4,4,,,,,
"Profes., científicos e intelectuales (098)",355,321,,33,,1,
"Técnicos de nivel medio y trab. asimilados (099)",32,25,,5,,1,1
"Jefes y empleados de oficina (100)",23,23,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",294,24,6,201,,63,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",619,,,593,26,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",40,,8,29,,3,
"Obreros construc.,conf.,papel, fab., instr. (104)",5,,1,3,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",2168,31,847,61,,952,277
"Ocupación no especificada (107)",261,19,17,148,2,75,
