"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",6,6,,,,,
"Profes., científicos e intelectuales (098)",282,274,,7,1,,
"Técnicos de nivel medio y trab. asimilados (099)",62,43,,18,,1,
"Jefes y empleados de oficina (100)",37,37,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",391,31,5,301,7,46,1
"Agricult.trabaj.calif.agrop.y pesqueros (102)",782,1,,765,16,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",39,,10,16,1,12,
"Obreros construc.,conf.,papel, fab., instr. (104)",11,,1,10,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",2433,30,447,87,,1662,207
"Ocupación no especificada (107)",229,34,21,117,1,56,
