"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
"Mujeres (096)",1237,160,502,338,9,204,24
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,3,,,,,
"Profes., científicos e intelectuales (098)",73,66,,7,,,
"Técnicos de nivel medio y trab. asimilados (099)",23,20,,3,,,
"Jefes y empleados de oficina (100)",31,30,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",130,34,8,73,2,13,
"Agricult.trabaj. calif.agrop. y pesqueros (102)",197,,,190,7,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",47,,42,4,,1,
"Obreros construc.,conf., papel, fab., instr. (104)",6,1,2,3,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (105)",673,6,434,27,,182,24
"Ocupación no especificada (107)",54,,16,30,,8,
